,tweet,text_clean,text_preprocessed
880,tp thread masuk di kolom kisahku dibodohi lelaki ibukota,tapi thread masuk di kolom kisahku dibodohi lelaki ibukota,"['tapi', 'thread', 'masuk', 'di', 'kolom', 'kisahku', 'dibodohi', 'lelaki', 'ibukota']"
881,"@AirinDatangLagi @DokterTifa Anda buta sejarah. Ambon itu ibukota Hindia Belanda sebelum Batavia. 

https://t.co/ozyMiQHvzd",anda buta sejarah ambon itu ibukota hindia belanda sebelum batavia,"['anda', 'buta', 'sejarah', 'ambon', 'itu', 'ibukota', 'hindia', 'belanda', 'sebelum', 'batavia']"
882,"@zenaeide Gue suka belanja makanan, perabot rumah, gadget, semuanya gue suka. Yang penting ada uangnya. Kayak cewek cool ibukota.",gue suka belanja makanan perabot rumah gadget semuanya gue suka yang penting ada uangnya kayak cewek cool ibukota,"['gue', 'suka', 'belanja', 'makanan', 'perabot', 'rumah', 'gadget', 'semuanya', 'gue', 'suka', 'yang', 'penting', 'ada', 'uangnya', 'kayak', 'cewek', 'cool', 'ibukota']"
883,@limasastro @Muhammad_Saewad Manusia dongo yaa gini..menjabatnya kapan..rampungnya NANTI Wkwkwkwkwkwktololllllllnyaaaa..dongonya ampun dahh ga ketulungan...manusi2 yg tau jakarta cm dr kalender..kasiannn ga kesampean nginjek ibukota wkwkwkwkwkwkwkwdongoookkkkk,saewad manusia dongo ya ginimenjabatnya kapanrampungnya nanti wkwkwkwkwkwktololllllllnyaaaadongonya ampun dah enggak ketulunganmanusi yang tau jakarta cuma dari kalenderkasiannn enggak kesampaian menginjak ibukota wkwkwkwkwkwkwkwdongoookkkkk,"['saewad', 'manusia', 'dongo', 'ya', 'ginimenjabatnya', 'kapanrampungnya', 'nanti', 'wkwkwkwkwkwktololllllllnyaaaadongonya', 'ampun', 'dah', 'enggak', 'ketulunganmanusi', 'yang', 'tau', 'jakarta', 'cuma', 'dari', 'kalenderkasian', 'enggak', 'kesampaian', 'menginjak', 'ibukota', 'wkwkwkwkwkwkwkwdongoook']"
884,"@an_ti_ka_drun Coba Setiap 20 Tahun Ibukota Pindah 
Yakin dah, pembangunan merata.. Hanya impian",tikadrun coba setiap tahun ibukota pindah yakin deh pembangunan merata hanya impian,"['tikadrun', 'coba', 'setiap', 'tahun', 'ibukota', 'pindah', 'yakin', 'deh', 'pembangunan', 'merata', 'hanya', 'impian']"
885,"I'm at Gpe Filadelfia Kelapa Gading in Kecamatan Kelapa Gading, Daerah Khusus Ibukota Jakarta https://t.co/fmmhfvL7ge https://t.co/IrY2M2eZxR",im at gpe filadelfia kelapa gading ini kecamatan kelapa gading daerah khusus ibukota jakarta,"['im', 'at', 'gpe', 'filadelfia', 'kelapa', 'gading', 'ini', 'kecamatan', 'kelapa', 'gading', 'daerah', 'khusus', 'ibukota', 'jakarta']"
886,@kartarahardja horay pindah ibukota pake ngutang :),horay pindah ibukota pakai ngutang,"['horay', 'pindah', 'ibukota', 'pakai', 'ngutang']"
887,"########Gg. H. Ijo#
https://t.co/ePkoHMvDVl.+
#
###H.+Ijo%2C+RT.4%2FRW.
###
#
#
###5%2C+Meruya+Sel.%2C+Kec.+Kembangan%2C+Kota+Jakarta+Barat%2C+Daerah+Khusus+Ibukota+Jakarta+11650&amp;ftid=0x2e69f756d985e923:0xd90f3f6a5101c80a&amp;entry=gps",h ijo ijocrtfrw cmeruyaselckeckembanganckotajakartabaratcdaerahkhususibukotajakartaampftidxefdexdffacaampentrygps,"['h', 'ijo', 'ijocrtfrw', 'cmeruyaselckeckembanganckotajakartabaratcdaerahkhususibukotajakartaampftidxefdexdffacaampentrygps']"
888,@buburdiadhuck Gak mau pindah jadi kucing ibukota,enggak mau pindah jadi kucing ibukota,"['enggak', 'mau', 'pindah', 'jadi', 'kucing', 'ibukota']"
889,"@kaesangp Halo bandung 
Ibukota periangan",halo bandung ibukota periangan,"['halo', 'bandung', 'ibukota', 'periangan']"
890,@kyeoOwL @kuffyjune APAL BGT LAGI SELUK BELUK SELEB IBUKOTA,hapal banget lagi seluk beluk seleb ibukota,"['hapal', 'banget', 'lagi', 'seluk', 'beluk', 'seleb', 'ibukota']"
891,"Selama ini tiap ada orang dateng ke jogja pasti gini “gudeg yu djum yukk!”, “mangut lele yuk!”, “ayok beli bakpia” 

Kaga ada yg dateng ke jogja trus “sushi salmon mentai yuk!” 😂😂😂
Ga perlu ke jogja, nyari ginian di ibukota jg banyakkkk",selama ini tiap ada orang datang ke jogja pasti begini “gudeg yuk djum yukk” “mangut lele yuk” “ayok beli bakpia” kagak ada yang datang ke jogja terus “sushi salmon mentai yuk” 😂😂😂 enggak perlu ke jogja mencari beginian di ibukota juga banyakkkk,"['selama', 'ini', 'tiap', 'ada', 'orang', 'datang', 'ke', 'jogja', 'pasti', 'begini', '“', 'gudeg', 'yuk', 'djum', 'yuk', '”', '“', 'mangut', 'lele', 'yuk', '”', '“', 'ayok', 'beli', 'bakpia', '”', 'kagak', 'ada', 'yang', 'datang', 'ke', 'jogja', 'terus', '“', 'sushi', 'salmon', 'mentai', 'yuk', '”', '!face_with_tears_of_joy!!face_with_tears_of_joy!!face_with_tears_of_joy!', 'enggak', 'perlu', 'ke', 'jogja', 'mencari', 'beginian', 'di', 'ibukota', 'juga', 'banyak']"
892,aku siap menjadi anak ibukota lagi 🙃 https://t.co/s128LVXB8H,aku siap menjadi anak ibukota lagi 🙃,"['aku', 'siap', 'menjadi', 'anak', 'ibukota', 'lagi', '!upside-down_face!']"
893,@Tita83079013 kalo ibukota dijual gpp ya? kalo infrastruktur uangnya ngalir ke cina gpp ya? baik banget berarti 😄,kalo ibukota dijual enggak apa-apa ya kalo infrastruktur uangnya mengalir ke cina enggak apa-apa ya baik banget berarti 😄,"['kalo', 'ibukota', 'dijual', 'enggak', 'apa-apa', 'ya', 'kalo', 'infrastruktur', 'uangnya', 'mengalir', 'ke', 'cina', 'enggak', 'apa-apa', 'ya', 'baik', 'banget', 'berarti', '!grinning_face_with_smiling_eyes!']"
894,@aniesbaswedan @cityoflondon Cuk.. Isone hanya pamer kasih jabatan gak bisa kerja..  ibukota dibikin rusak.. Model begini mau jadi presiden.. Juancuuuk,cuk isone hanya pamer kasih jabatan enggak bisa kerja ibukota dibikin rusak model begini mau jadi presiden juancuuuk,"['cuk', 'isone', 'hanya', 'pamer', 'kasih', 'jabatan', 'enggak', 'bisa', 'kerja', 'ibukota', 'dibikin', 'rusak', 'model', 'begini', 'mau', 'jadi', 'presiden', 'juancuuuk']"
895,"((WRIGHT)) 

Pindah ibukota itu keputusan pemerintah bkn Indonesia sebagai bangsa

Rakyat banyak yg ga setuju. APBN digerogoti, hutang melambung unt hal yg ga urgent

Jdi instead of ngomong ((WRIGHT)) OR WRONG, (it) is my country

Bilang aj bener atau salah gue ttp jokowi &amp; kroni",wright pindah ibukota itu keputusan pemerintah bukan indonesia sebagai bangsa rakyat banyak yang enggak setuju apbn digerogoti hutang melambung unt hal yang enggak urgent jadi instead of mengomong wright orang wrong itu is my country bilang saja benar atau salah gue tetap jokowi amp kroni,"['wright', 'pindah', 'ibukota', 'itu', 'keputusan', 'pemerintah', 'bukan', 'indonesia', 'sebagai', 'bangsa', 'rakyat', 'banyak', 'yang', 'enggak', 'setuju', 'apbn', 'digerogoti', 'hutang', 'melambung', 'unt', 'hal', 'yang', 'enggak', 'urgent', 'jadi', 'instead', 'of', 'mengomong', 'wright', 'orang', 'wrong', 'itu', 'is', 'my', 'country', 'bilang', 'saja', 'benar', 'atau', 'salah', 'gue', 'tetap', 'jokowi', 'amp', 'kroni']"
896,"Kl kyk gt, harapan ibukota pindah k IKN akan musnah kl dia jd presiden.  Jd bohong kn kl ada narasi dia akan nerusin program presiden Jokowi kl semisal dia jd presiden. Ajur sum....... hadehhhh",kalo kayak begitu harapan ibukota pindah ke ikn akan musnah kalo dia jadi presiden jadi bohong kan kalo ada narasi dia akan meneruskan program presiden jokowi kalo semisal dia jadi presiden ajur sum hadehhhh,"['kalo', 'kayak', 'begitu', 'harapan', 'ibukota', 'pindah', 'ke', 'ikn', 'akan', 'musnah', 'kalo', 'dia', 'jadi', 'presiden', 'jadi', 'bohong', 'kan', 'kalo', 'ada', 'narasi', 'dia', 'akan', 'meneruskan', 'program', 'presiden', 'jokowi', 'kalo', 'semisal', 'dia', 'jadi', 'presiden', 'ajur', 'sum', 'hadeh']"
897,@OposisiCerdas Pemindahan ibukota ke ikn kaltim murni keinginan pejabat bermoral bejat tanpa ada persetujuan rakyat. Mending dana pemindahan untk menghemat demi kesejahteraan rakyat,pemindahan ibukota ke ikn kaltim murni keinginan pejabat bermoral bejat tanpa ada persetujuan rakyat mending dana pemindahan untuk menghemat demi kesejahteraan rakyat,"['pemindahan', 'ibukota', 'ke', 'ikn', 'kaltim', 'murni', 'keinginan', 'pejabat', 'bermoral', 'bejat', 'tanpa', 'ada', 'persetujuan', 'rakyat', 'mending', 'dana', 'pemindahan', 'untuk', 'menghemat', 'demi', 'kesejahteraan', 'rakyat']"
898,"@MohamadMaskur8 @ridwanwijiyant6 @poppo1310 @DoankWarto Wacana &amp; prencana pemindahan ibukota sdh ada sejak era Soekarno.
Permukaan tanah Jakarta makin turun, bahkan dibeberpa daerah lebih rendah dr permukaan laut.
Padatnya penduduk, dan lokasi yg rawan sekali banjir.",wacana amp prencana pemindahan ibukota sudah ada sejak era soekarno permukaan tanah jakarta makin turun bahkan dibeberpa daerah lebih rendah dari permukaan laut padatnya penduduk dan lokasi yang rawan sekali banjir,"['wacana', 'amp', 'prencana', 'pemindahan', 'ibukota', 'sudah', 'ada', 'sejak', 'era', 'soekarno', 'permukaan', 'tanah', 'jakarta', 'makin', 'turun', 'bahkan', 'dibeberpa', 'daerah', 'lebih', 'rendah', 'dari', 'permukaan', 'laut', 'padatnya', 'penduduk', 'dan', 'lokasi', 'yang', 'rawan', 'sekali', 'banjir']"
899,"Sedang di Gambir nganter @mrshananto dan baru sadar... Stasiun utama ibukota yg serame ini cuma ada 4 peron? Kasian amat ya

Eh apa anggapannya sebetulnya ini bukan stasiun utama ya, yg lebih besar sebetulnya stasiun Kota",sedang di gambir nganter dan baru sadar stasiun utama ibukota yang serame ini cuma ada peron kasihan amat ya eh apa anggapannya sebetulnya ini bukan stasiun utama ya yang lebih besar sebetulnya stasiun kota,"['sedang', 'di', 'gambir', 'nganter', 'dan', 'baru', 'sadar', 'stasiun', 'utama', 'ibukota', 'yang', 'serame', 'ini', 'cuma', 'ada', 'peron', 'kasihan', 'amat', 'ya', 'eh', 'apa', 'anggapannya', 'sebetulnya', 'ini', 'bukan', 'stasiun', 'utama', 'ya', 'yang', 'lebih', 'besar', 'sebetulnya', 'stasiun', 'kota']"
900,"@bobby_risakotta Pemindahan ibukota negara?
😀😃😄😁😆 https://t.co/clObA4FtL3",risakotta pemindahan ibukota negara 😀😃😄😁😆,"['risakotta', 'pemindahan', 'ibukota', 'negara', '!grinning_face!!grinning_face_with_big_eyes!!grinning_face_with_smiling_eyes!!beaming_face_with_smiling_eyes!!grinning_squinting_face!']"
901,"Perpindahan ibukota dari Jakarta ke Nusantara di Kalimantan Timur, menjadi kesempatan untuk daerah tersebut mengejar ketertinggalannya dari daerah lain di Indonesia.
#EkonomiRITerusTumbuh https://t.co/eYKxC1kHRX",perpindahan ibukota dari jakarta ke nusantara di kalimantan timur menjadi kesempatan untuk daerah tersebut mengejar ketertinggalannya dari daerah lain di indonesia,"['perpindahan', 'ibukota', 'dari', 'jakarta', 'ke', 'nusantara', 'di', 'kalimantan', 'timur', 'menjadi', 'kesempatan', 'untuk', 'daerah', 'tersebut', 'mengejar', 'ketertinggalannya', 'dari', 'daerah', 'lain', 'di', 'indonesia']"
902,"Pemindahan ibukota negara menjadi asalah satu momentum bagi provinsi Kalimantan Timur dalam mengejar ketertinggalan pembangunan dari daerah lain.
#EkonomiRITerusTumbuh https://t.co/VaD9sqHTTz",pemindahan ibukota negara menjadi asalah satu momentum bagi provinsi kalimantan timur dalam mengejar ketertinggalan pembangunan dari daerah lain,"['pemindahan', 'ibukota', 'negara', 'menjadi', 'asalah', 'satu', 'momentum', 'bagi', 'provinsi', 'kalimantan', 'timur', 'dalam', 'mengejar', 'ketertinggalan', 'pembangunan', 'dari', 'daerah', 'lain']"
903,"Maksud keadaan ini sudah tdk normal,apa yaak pak de..?? Kode mo nambah utangan lagi gitu..??🙄

Makanya stop proyek IKN/KCJ-Padalarang dll...
Klupun kegentingan memaksa dan harus pindah ibukota lbh baik ke kota yg sdh jadi saja biar gak bangun dari 0,gimana...??🤔 https://t.co/XdUwDSoGt0",maksud keadaan ini sudah tidak normalapa ya pak deh kode mau menambah utangan lagi gitu🙄 makanya stop proyek iknkcjpadalarang dll klupun kegentingan memaksa dan harus pindah ibukota lebih baik ke kota yang sudah jadi saja biar enggak bangun dari gimana🤔,"['maksud', 'keadaan', 'ini', 'sudah', 'tidak', 'normalapa', 'ya', 'pak', 'deh', 'kode', 'mau', 'menambah', 'utangan', 'lagi', 'gitu!face_with_rolling_eyes!', 'makanya', 'stop', 'proyek', 'iknkcjpadalarang', 'dl', 'klupun', 'kegentingan', 'memaksa', 'dan', 'harus', 'pindah', 'ibukota', 'lebih', 'baik', 'ke', 'kota', 'yang', 'sudah', 'jadi', 'saja', 'biar', 'enggak', 'bangun', 'dari', 'gimana!thinking_face!']"
904,@Bananag3r @txtdrjkt Kebanyakan daerah penyangga ibukota angkutan umum deket rmh kaga memadai atau ga sampe masuk,kebanyakan daerah penyangga ibukota angkutan umum dekat rumah kagak memadai atau enggak sampai masuk,"['kebanyakan', 'daerah', 'penyangga', 'ibukota', 'angkutan', 'umum', 'dekat', 'rumah', 'kagak', 'memadai', 'atau', 'enggak', 'sampai', 'masuk']"
905,"Bendungan Sepaku Semoi akan menjadi sumber air untuk 2 juta orang yang berada di ibukota negara Nusantara, yang ditargetkan akan impounding atau diisi air pada bulan Juni 2023.
#EkonomiRITerusTumbuh https://t.co/KzmTIXo7xS",bendungan sepaku semoi akan menjadi sumber air untuk juta orang yang berada di ibukota negara nusantara yang ditargetkan akan impounding atau diisi air pada bulan juni,"['bendungan', 'sepaku', 'semoi', 'akan', 'menjadi', 'sumber', 'air', 'untuk', 'juta', 'orang', 'yang', 'berada', 'di', 'ibukota', 'negara', 'nusantara', 'yang', 'ditargetkan', 'akan', 'impounding', 'atau', 'diisi', 'air', 'pada', 'bulan', 'juni']"
906,"Pemindahan ibukota dari Jakarta ke Nusantara di Kalimantan Timur, adalah bentuk perwujudan pemerataan pembangunan di seluruh wilayah Indonesia.
#EkonomiRITerusTumbuh https://t.co/diLJzq5ER2",pemindahan ibukota dari jakarta ke nusantara di kalimantan timur adalah bentuk perwujudan pemerataan pembangunan di seluruh wilayah indonesia,"['pemindahan', 'ibukota', 'dari', 'jakarta', 'ke', 'nusantara', 'di', 'kalimantan', 'timur', 'adalah', 'bentuk', 'perwujudan', 'pemerataan', 'pembangunan', 'di', 'seluruh', 'wilayah', 'indonesia']"
907,"Desain jalan arteri primer di ibukota negara Nusantara bisa didarati oleh pesawat.
#EkonomiRITerusTumbuh https://t.co/J0f6oQdHtF",desain jalan arteri primer di ibukota negara nusantara bisa didarati oleh pesawat,"['desain', 'jalan', 'arteri', 'primer', 'di', 'ibukota', 'negara', 'nusantara', 'bisa', 'didarati', 'oleh', 'pesawat']"
908,"Pembangunan proyek ibukota negara atau IKN nusantara secara agregat sudah mencapai 15%.
#EkonomiRITerusTumbuh https://t.co/5fx9myFofa",pembangunan proyek ibukota negara atau ikn nusantara secara agregat sudah mencapai,"['pembangunan', 'proyek', 'ibukota', 'negara', 'atau', 'ikn', 'nusantara', 'secara', 'agregat', 'sudah', 'mencapai']"
909,"Pemerintah mengungkapkan perumahan bagi ASN di ibukota IKN dalam bentuk apartemen. 

#EkonomiRITerusTumbuh https://t.co/VBwHnWaB78",pemerintah mengungkapkan perumahan bagi asn di ibukota ikn dalam bentuk apartemen,"['pemerintah', 'mengungkapkan', 'perumahan', 'bagi', 'asn', 'di', 'ibukota', 'ikn', 'dalam', 'bentuk', 'apartemen']"
910,"Pembangunan proyek ibukota negara atau IKN nusantara secara agregat sudah mencapai 15%.
#EkonomiRITerusTumbuh https://t.co/jJqpz8Hplc",pembangunan proyek ibukota negara atau ikn nusantara secara agregat sudah mencapai,"['pembangunan', 'proyek', 'ibukota', 'negara', 'atau', 'ikn', 'nusantara', 'secara', 'agregat', 'sudah', 'mencapai']"
911,"Progres bendungan sepaku sempit di ibukota IKN telah mencapai 82%.

#EkonomiRITerusTumbuh https://t.co/pXe1C2f5Bz",progres bendungan sepaku sempit di ibukota ikn telah mencapai,"['progres', 'bendungan', 'sepaku', 'sempit', 'di', 'ibukota', 'ikn', 'telah', 'mencapai']"
912,singapur kayaknya pengen pindah ibukota juga,singapur kayaknya pengin pindah ibukota juga,"['singapur', 'kayaknya', 'pengin', 'pindah', 'ibukota', 'juga']"
913,"Progres bendungan di ibukota negara hingga saat ini mencapai 82%

#EkonomiRITerusTumbuh https://t.co/8HQccz4xvm",progres bendungan di ibukota negara hingga saat ini mencapai,"['progres', 'bendungan', 'di', 'ibukota', 'negara', 'hingga', 'saat', 'ini', 'mencapai']"
914,"Progres bendungan sepaku Semoi ibukota negara Nusantara telah mencapai 82% pemerintah menargetkan bahwa bendungan akan segera selesai dan bisa diisi air atau Impounding pada juni 2023 mendatang
#EkonomiRITerusTumbuh https://t.co/11ySmXua6I",progres bendungan sepaku semoi ibukota negara nusantara telah mencapai pemerintah menargetkan bahwa bendungan akan segera selesai dan bisa diisi air atau impounding pada juni mendatang,"['progres', 'bendungan', 'sepaku', 'semoi', 'ibukota', 'negara', 'nusantara', 'telah', 'mencapai', 'pemerintah', 'menargetkan', 'bahwa', 'bendungan', 'akan', 'segera', 'selesai', 'dan', 'bisa', 'diisi', 'air', 'atau', 'impounding', 'pada', 'juni', 'mendatang']"
915,"@CNNIndonesia Ukraina terlalu bodoh, coba ambil strategi terbangkan pesawat di ibukota jatuhkan bom nuklir, klu perlu di kantor Presiden biar ngga seenaknya Rusia membombardir Ukraina",ukraina terlalu bodoh coba ambil strategi terbangkan pesawat di ibukota jatuhkan bom nuklir kalau perlu di kantor presiden biar enggak seenaknya rusia membombardir ukraina,"['ukraina', 'terlalu', 'bodoh', 'coba', 'ambil', 'strategi', 'terbangkan', 'pesawat', 'di', 'ibukota', 'jatuhkan', 'bom', 'nuklir', 'kalau', 'perlu', 'di', 'kantor', 'presiden', 'biar', 'enggak', 'seenaknya', 'rusia', 'membombardir', 'ukraina']"
916,@tanyarlfes abis lulus smp kerja di toko mebel dan gaji pertama 250ribu perbulan (tahun 2010an) lambat laun naik terakhir nerima 500ribu th 2011 tapi memutuskan resign dan pindah ke ibukota buat nyari part time sekalian ngelanjutin sekolah smk,habis lulus sampai kerja di toko mebel dan gaji pertama ribu perbulan tahun an lambat laun naik terakhir menerima ribu tahu tapi memutuskan resign dan pindah ke ibukota buat mencari part time sekalian ngelanjutin sekolah smk,"['habis', 'lulus', 'sampai', 'kerja', 'di', 'toko', 'mebel', 'dan', 'gaji', 'pertama', 'ribu', 'perbulan', 'tahun', 'an', 'lambat', 'laun', 'naik', 'terakhir', 'menerima', 'ribu', 'tahu', 'tapi', 'memutuskan', 'resign', 'dan', 'pindah', 'ke', 'ibukota', 'buat', 'mencari', 'part', 'time', 'sekalian', 'ngelanjutin', 'sekolah', 'smk']"
917,@kartarahardja AKU RAKYAT BIASA HANYA MELIHAT KALAH TUJUAN PEMINDAHAN IBUKOTA KE IKN ITU SOLUSI UNTUK MENGATASI JIKA JAKARTA TENGGELAM LEBIH CEPAT KARENA JAKARTA INI DI BAWAH PERMUKAAN AIR LAUT YANG DAYA DUKUNGNYA TIDAK MAMPU LAGI APALAGI PENDUDUKNYA MAKIN PADAT,aku rakyat biasa hanya melihat kalah tujuan pemindahan ibukota ke ikn itu solusi untuk mengatasi jika jakarta tenggelam lebih cepat karena jakarta ini di bawah permukaan air laut yang daya dukungnya tidak mampu lagi apalagi penduduknya makin padat,"['aku', 'rakyat', 'biasa', 'hanya', 'melihat', 'kalah', 'tujuan', 'pemindahan', 'ibukota', 'ke', 'ikn', 'itu', 'solusi', 'untuk', 'mengatasi', 'jika', 'jakarta', 'tenggelam', 'lebih', 'cepat', 'karena', 'jakarta', 'ini', 'di', 'bawah', 'permukaan', 'air', 'laut', 'yang', 'daya', 'dukungnya', 'tidak', 'mampu', 'lagi', 'apalagi', 'penduduknya', 'makin', 'padat']"
918,@ch_chotimah2 Penghianat bangsa itu yang bikin pemindahan ibukota disaat rakyat beli elpiji dan pertalite dibatasi,chotimah penghianat bangsa itu yang bikin pemindahan ibukota disaat rakyat beli elpiji dan pertalite dibatasi,"['chotimah', 'penghianat', 'bangsa', 'itu', 'yang', 'bikin', 'pemindahan', 'ibukota', 'disaat', 'rakyat', 'beli', 'elpiji', 'dan', 'pertalite', 'dibatasi']"
919,"Waktu pertama kali ngerantau jauh dari ibu, ditanya gimana kerjaan, cuma bisa bilang baik dan seneng padahal mah ngerasain kerasnya ibukota bikin pengen nangis tp ditahan biar beliau ga kepikiran 🥹🥹",waktu pertama kali ngerantau jauh dari ibu ditanya bagaimana pekerjaan cuma bisa bilang baik dan senang padahal mah merasai kerasnya ibukota bikin pengin menangis tapi ditahan biar beliau enggak kepikiran 🥹🥹,"['waktu', 'pertama', 'kali', 'ngerantau', 'jauh', 'dari', 'ibu', 'ditanya', 'bagaimana', 'pekerjaan', 'cuma', 'bisa', 'bilang', 'baik', 'dan', 'senang', 'padahal', 'mah', 'merasai', 'kerasnya', 'ibukota', 'bikin', 'pengin', 'menangis', 'tapi', 'ditahan', 'biar', 'beliau', 'enggak', 'kepikiran', '\U0001f979\U0001f979']"
920,Atulahhhh pake mobil gini jangan buat nyetir di jalanan ibukota yg macetnya gatau diri ituuuuu ya panas lah mesinnya,atulahhhh pakai mobil begini jangan buat nyetir di jalanan ibukota yang macetnya enggak tau diri ituuuuu ya panas lah mesinnya,"['atulah', 'pakai', 'mobil', 'begini', 'jangan', 'buat', 'nyetir', 'di', 'jalanan', 'ibukota', 'yang', 'macetnya', 'enggak', 'tau', 'diri', 'itu', 'ya', 'panas', 'lah', 'mesinnya']"
921,"@ch_chotimah2 Apa yg disampaikan pak anies benar,pemindahan ibukota memang minus partisipasi publik.harusnya kalian bantah dengan data kalau memang ada partisipasi publik.",chotimah apa yang disampaikan pak anies benarpemindahan ibukota memang minus partisipasi publikharusnya kalian bantah dengan data kalau memang ada partisipasi publik,"['chotimah', 'apa', 'yang', 'disampaikan', 'pak', 'anies', 'benarpemindahan', 'ibukota', 'memang', 'minus', 'partisipasi', 'publikharusnya', 'kalian', 'bantah', 'dengan', 'data', 'kalau', 'memang', 'ada', 'partisipasi', 'publik']"
922,@kartarahardja Waktu kampanye 2014  .. Jokowi emang ngomong mau bikin jalan tol seabreg darui ngutang. Th 2019 emang kampanye mau pindahin ibukota?  No.... Semua dadakan setelah jadi presiden. Kebijakan tahu bulat... Dadakan.. Dimakan panas panas,waktu kampanye jokowi memang mengomong mau bikin jalan tol seabreg darui ngutang tahu memang kampanye mau pindahin ibukota no semua dadakan setelah jadi presiden kebijakan tahu bulat dadakan dimakan panas panas,"['waktu', 'kampanye', 'jokowi', 'memang', 'mengomong', 'mau', 'bikin', 'jalan', 'tol', 'seabreg', 'darui', 'ngutang', 'tahu', 'memang', 'kampanye', 'mau', 'pindahin', 'ibukota', 'no', 'semua', 'dadakan', 'setelah', 'jadi', 'presiden', 'kebijakan', 'tahu', 'bulat', 'dadakan', 'dimakan', 'panas', 'panas']"
923,@kartarahardja Ada ada saja balada ibukota aneh aneh orangnya,ada ada saja balada ibukota aneh aneh orangnya,"['ada', 'ada', 'saja', 'balada', 'ibukota', 'aneh', 'aneh', 'orangnya']"
924,@luqmanlukmaan Berikan yg terbaik di ibukota,berikan yang terbaik di ibukota,"['berikan', 'yang', 'terbaik', 'di', 'ibukota']"
925,@an_ti_ka_drun Dih..itu kan karena smpeyan juga yg buat ibukota kumuh selama 5 tahun..menjijikan,tikadrun dihitu kan karena smpeyan juga yang buat ibukota kumuh selama tahunmenjijikan,"['tikadrun', 'dihitu', 'kan', 'karena', 'smpeyan', 'juga', 'yang', 'buat', 'ibukota', 'kumuh', 'selama', 'tahunmenjijikan']"
926,"@bobby_risakotta apalgi jalur sepidah..wah itu kebijakan pengurai kemacetan jakarta yg sungguh luar biasa.. SEMPURNA.
hampir 80% pekerja di ibukota menggunakan sepidah..🤭",risakotta apalagi jalur sepidahwah itu kebijakan pengurai kemacetan jakarta yang sungguh luar biasa sempurna hampir pekerja di ibukota menggunakan sepidah🤭,"['risakotta', 'apalagi', 'jalur', 'sepidahwah', 'itu', 'kebijakan', 'pengurai', 'kemacetan', 'jakarta', 'yang', 'sungguh', 'luar', 'biasa', 'sempurna', 'hampir', 'pekerja', 'di', 'ibukota', 'menggunakan', 'sepidah!face_with_hand_over_mouth!']"
927,"@Azhar_k18 Bngun hambalang aja mngkrak duitx  raib entah kmn.. 😴😴  halusinasi mndahin ibukota..jgn²  daerah tjuan pmindahan ibukotax jg ikut²an  raib kyk duit hambalang 😂🤣😅
pepo oh pepo..",ke bangun hambalang saja mngkrak duitx raib entah kemana 😴😴 halusinasi mndahin ibukotajgn² daerah tjuan pmindahan ibukotax juga ikut²an raib kayak duit hambalang 😂🤣😅 pepo oh pepo,"['ke', 'bangun', 'hambalang', 'saja', 'mngkrak', 'duitx', 'raib', 'entah', 'kemana', '!sleeping_face!!sleeping_face!', 'halusinasi', 'mndahin', 'ibukotajgn²', 'daerah', 'tjuan', 'pmindahan', 'ibukotax', 'juga', 'ikut²an', 'raib', 'kayak', 'duit', 'hambalang', '!face_with_tears_of_joy!!rolling_on_the_floor_laughing!!grinning_face_with_sweat!', 'pepo', 'oh', 'pepo']"
928,"@sdnarm @muldirun Capital outflow dari ibukota ke daerah jalur ani2, untuk kemajuan pembangunan yg lebih merata",capital outflow dari ibukota ke daerah jalur ani untuk kemajuan pembangunan yang lebih merata,"['capital', 'outflow', 'dari', 'ibukota', 'ke', 'daerah', 'jalur', 'ani', 'untuk', 'kemajuan', 'pembangunan', 'yang', 'lebih', 'merata']"
929,"@alisyarief Wkwkwk ... Cian banget tuh warga JKT, dah buruan Sono pindah ke ibukota yg baru mumpung masih gratis jalan nya",wkwkwk cian banget tuh warga jakarta deh buruan sono pindah ke ibukota yang baru mumpung masih gratis jalan nya,"['wkwkwk', 'cian', 'banget', 'tuh', 'warga', 'jakarta', 'deh', 'buruan', 'sono', 'pindah', 'ke', 'ibukota', 'yang', 'baru', 'mumpung', 'masih', 'gratis', 'jalan', 'nya']"
930,"@psi_id Bansos negara tidak kamu bahas yg malingnya dari partai ono, nyata lho wahai partai dungu @psi_id ....banjir bbrp hari di Jakarta kalian mingkem..emang partai sampah ibukota",id bansos negara tidak kamu bahas yang malingnya dari partai sono nyata lho wahai partai dungu id banjir beberapa hari di jakarta kalian mingkememang partai sampah ibukota,"['id', 'bansos', 'negara', 'tidak', 'kamu', 'bahas', 'yang', 'malingnya', 'dari', 'partai', 'sono', 'nyata', 'lho', 'wahai', 'partai', 'dungu', 'id', 'banjir', 'beberapa', 'hari', 'di', 'jakarta', 'kalian', 'mingkememang', 'partai', 'sampah', 'ibukota']"
931,@AirinDatangLagi @ganjarpranowo water boom di ibukota Jateng...,water boom di ibukota jateng,"['water', 'boom', 'di', 'ibukota', 'jateng']"
932,@psi_id Partai seputar ibukota,id partai seputar ibukota,"['id', 'partai', 'seputar', 'ibukota']"
