,tweet,text_clean,text_preprocessed
933,@Paltiwest Nggak usah sekelas Pak Anies juga tahu IKN tuh nirhistory.... ibukota negara tanpa ruh...tanpa jiwa...,enggak usah sekelas pak anies juga tahu ikn tuh nirhistory ibukota negara tanpa ruhtanpa jiwa,"['enggak', 'usah', 'sekelas', 'pak', 'anies', 'juga', 'tahu', 'ikn', 'tuh', 'nirhistory', 'ibukota', 'negara', 'tanpa', 'ruhtanpa', 'jiwa']"
934,@Azhar_k18 Pindah ibukota TDK ada urgensinya di tengah keuangan negara/ APBN defisit akibat utang menggunung.,ke pindah ibukota tidak ada urgensinya di tengah keuangan negara apbn defisit akibat utang menggunung,"['ke', 'pindah', 'ibukota', 'tidak', 'ada', 'urgensinya', 'di', 'tengah', 'keuangan', 'negara', 'apbn', 'defisit', 'akibat', 'utang', 'menggunung']"
935,@kartarahardja Duitnya darimana pindah ibukota ?,duitnya darimana pindah ibukota,"['duitnya', 'darimana', 'pindah', 'ibukota']"
936,@an_ti_ka_drun Jd beber label partai seputaran ibukota??? Bukan partai level nasional ya...,tikadrun jadi beber label partai seputaran ibukota bukan partai level nasional ya,"['tikadrun', 'jadi', 'beber', 'label', 'partai', 'seputaran', 'ibukota', 'bukan', 'partai', 'level', 'nasional', 'ya']"
937,@y_yumnan @giginpraginanto Maklum Partai Setan Ibukota cuma kumpulan orang2 dongo😂😂😂,yumnan maklum partai setan ibukota cuma kumpulan orang dongo😂😂😂,"['yumnan', 'maklum', 'partai', 'setan', 'ibukota', 'cuma', 'kumpulan', 'orang', 'dongo!face_with_tears_of_joy!!face_with_tears_of_joy!!face_with_tears_of_joy!']"
938,"@kartarahardja @ZMannaroy Belum betul otaknya bang, masa membandingkan partisipasi masyarakat tentang pembangunan proyek Pemda dengan pemindahan ibukota. Dari ruang lingkupnya saja itu jauh berbeda",belum betul otaknya bang masa membandingkan partisipasi masyarakat tentang pembangunan proyek pemda dengan pemindahan ibukota dari ruang lingkupnya saja itu jauh berbeda,"['belum', 'betul', 'otaknya', 'bang', 'masa', 'membandingkan', 'partisipasi', 'masyarakat', 'tentang', 'pembangunan', 'proyek', 'pemda', 'dengan', 'pemindahan', 'ibukota', 'dari', 'ruang', 'lingkupnya', 'saja', 'itu', 'jauh', 'berbeda']"
939,@moviemenfes nah ini sih apalagi yg bukan berasal dari ibukota 🤔,nah ini sih apalagi yang bukan berasal dari ibukota 🤔,"['nah', 'ini', 'sih', 'apalagi', 'yang', 'bukan', 'berasal', 'dari', 'ibukota', '!thinking_face!']"
940,"Kasian nasib Ibukota selama dipimpin Anies, Rusak
https://t.co/C6iW9S4BLA #KagagalanAniesituNyata Kepulauan Riau",kasihan nasib ibukota selama dipimpin anies rusak kepulauan riau,"['kasihan', 'nasib', 'ibukota', 'selama', 'dipimpin', 'anies', 'rusak', 'kepulauan', 'riau']"
941,@kartarahardja Dah mulai kelihatan aslinya.. apa urusannya pindah ibukota dibahas oleh orang yg lebih banyak hibahnya drpd bangun memperbaiki Jakarta,deh mulai kelihatan aslinya apa urusannya pindah ibukota dibahas oleh orang yang lebih banyak hibahnya daripada bangun memperbaiki jakarta,"['deh', 'mulai', 'kelihatan', 'aslinya', 'apa', 'urusannya', 'pindah', 'ibukota', 'dibahas', 'oleh', 'orang', 'yang', 'lebih', 'banyak', 'hibahnya', 'daripada', 'bangun', 'memperbaiki', 'jakarta']"
942,"@jacksparrow_us @abu_waras Lu liat sono di IKN gmn proges pembangunannya, luka kata bangun ibukota negara baru cuman 30hari jadi mikir tong mikir 😎",us waras lu lihat sono di ikn bagaimana proges pembangunannya luka kata bangun ibukota negara baru cuman hari jadi mikir tong mikir 😎,"['us', 'waras', 'lu', 'lihat', 'sono', 'di', 'ikn', 'bagaimana', 'proges', 'pembangunannya', 'luka', 'kata', 'bangun', 'ibukota', 'negara', 'baru', 'cuman', 'hari', 'jadi', 'mikir', 'tong', 'mikir', '!smiling_face_with_sunglasses!']"
943,@KanaKece @infoseni_ @RajawaliIndo Jauh dr ibukota..,jauh dari ibukota,"['jauh', 'dari', 'ibukota']"
944,@GENDUTBERISI @Lepaslepas @pnsdaerahjelata Jd gk usah alay flexing ngeluh yg gk sberapa lo dpt as PNS diluar ibukota ini please krn inget dan buka mata lebar² klo gk smua org bsa beruntung bisa berhasil dpt status sosial PNS kyk yg lo pada,jadi enggak usah alay flexing ngeluh yang enggak sberapa lo dapat as pns diluar ibukota ini please karena ingat dan buka mata lebar² kalo enggak semua orang bisa beruntung bisa berhasil dapat status sosial pns kayak yang lo pada,"['jadi', 'enggak', 'usah', 'alay', 'flexing', 'ngeluh', 'yang', 'enggak', 'sberapa', 'lo', 'dapat', 'as', 'pns', 'diluar', 'ibukota', 'ini', 'please', 'karena', 'ingat', 'dan', 'buka', 'mata', 'lebar²', 'kalo', 'enggak', 'semua', 'orang', 'bisa', 'beruntung', 'bisa', 'berhasil', 'dapat', 'status', 'sosial', 'pns', 'kayak', 'yang', 'lo', 'pada']"
945,@maafbangetnih semangat bersaing dengan para binan ibukota ya beb,semangat bersaing dengan para binan ibukota ya beb,"['semangat', 'bersaing', 'dengan', 'para', 'binan', 'ibukota', 'ya', 'beb']"
946,"@tanyarlfes 1,5 sgt berkesan buat di ibukota 😌",sangat berkesan buat di ibukota 😌,"['sangat', 'berkesan', 'buat', 'di', 'ibukota', '!relieved_face!']"
947,"@BanyuBe68865977 @Mdy_Asmara1701 seperti saat menjatuhkan ahok yak

dipotong dan ahok masuk bui 
si murtad Yohanies ASUwEDAN jadi Gabener yg merusak ibukota 🤣",asmara seperti saat menjatuhkan ahok ya dipotong dan ahok masuk bui sih murtad yohanies asuwedan jadi gabener yang merusak ibukota 🤣,"['asmara', 'seperti', 'saat', 'menjatuhkan', 'ahok', 'ya', 'dipotong', 'dan', 'ahok', 'masuk', 'bui', 'sih', 'murtad', 'yohanies', 'asuwedan', 'jadi', 'gabener', 'yang', 'merusak', 'ibukota', '!rolling_on_the_floor_laughing!']"
948,@hs_meliala Hahaha...brarti orang2 Papua jauh lebih cerdas dibanding kaum 58% di ibukota,meliala hahahabrarti orang papua jauh lebih cerdas dibanding kaum di ibukota,"['meliala', 'hahahabrarti', 'orang', 'papua', 'jauh', 'lebih', 'cerdas', 'dibanding', 'kaum', 'di', 'ibukota']"
949,"@Garuk_s2x @Candra4smara Kemiskinan jateng sdh berkurang masa kini, eeee yg ibukota kok malahan bertambah, udah gitu nimbun bansos, opo TUMOOON,",sx kemiskinan jateng sudah berkurang masa kini eeee yang ibukota kok malahan bertambah sudah begitu nimbun bansos opo tumooon,"['sx', 'kemiskinan', 'jateng', 'sudah', 'berkurang', 'masa', 'kini', 'e', 'yang', 'ibukota', 'kok', 'malahan', 'bertambah', 'sudah', 'begitu', 'nimbun', 'bansos', 'opo', 'tumooon']"
950,w suka dah gantengnya billkin sama gemini soalnya tipe ganteng yang mudah ditemui di ibukota like i knew they exist somewhere in the middle of chaosnya jaksel,gue suka deh gantengnya billkin sama gemini soalnya tipe ganteng yang mudah ditemui di ibukota like i knew they exist somewhere ini the middle of chaosnya jaksel,"['gue', 'suka', 'deh', 'gantengnya', 'billkin', 'sama', 'gemini', 'soalnya', 'tipe', 'ganteng', 'yang', 'mudah', 'ditemui', 'di', 'ibukota', 'like', 'i', 'knew', 'they', 'exist', 'somewhere', 'ini', 'the', 'middle', 'of', 'chaosnya', 'jaksel']"
951,"@psi_id Korupsi BANSOS udah ada yang diciduk bro, Mensos nya sendiri, kejadian korupsi di Ibukota bukan berarti atas nama Provinsi Ibu Kota.",id korupsi bansos sudah ada yang diciduk bro mensos nya sendiri kejadian korupsi di ibukota bukan berarti atas nama provinsi ibu kota,"['id', 'korupsi', 'bansos', 'sudah', 'ada', 'yang', 'diciduk', 'bro', 'mensos', 'nya', 'sendiri', 'kejadian', 'korupsi', 'di', 'ibukota', 'bukan', 'berarti', 'atas', 'nama', 'provinsi', 'ibu', 'kota']"
952,"•Sebagai pusat pemerintahan (political capital). Contoh: Brasilia (ibukota Brasil), Washington DC (ibukota Amerika Serikat), Canberra (ibukota Australia)",sebagai pusat pemerintahan political capital contoh brasilia ibukota brasil washington dc ibukota amerika serikat canberra ibukota australia,"['sebagai', 'pusat', 'pemerintahan', 'political', 'capital', 'contoh', 'brasilia', 'ibukota', 'brasil', 'washington', 'dc', 'ibukota', 'amerika', 'serikat', 'canberra', 'ibukota', 'australia']"
953,"yha begitulah ges ceritanya. memang sesuatu yang indah pasti ada apa-apanya, shit mennn apakah ini realita hidup di ibukota??? untung aja gw belom transaksi😳",ya begitulah ges ceritanya memang sesuatu yang indah pasti ada apaapanya shit mennn apakah ini realita hidup di ibukota untung saja gue belum transaksi😳,"['ya', 'begitulah', 'ges', 'ceritanya', 'memang', 'sesuatu', 'yang', 'indah', 'pasti', 'ada', 'apaapanya', 'shit', 'men', 'apakah', 'ini', 'realita', 'hidup', 'di', 'ibukota', 'untung', 'saja', 'gue', 'belum', 'transaksi!flushed_face!']"
954,"@JaceLysium ㅤ 
ㅤ 
Koo sudah ijin wleeee 😋😋
Koo mau tidur, tadi Koo baru keluar sebentar melihat hiruk pikuk ibukota 🥰
ㅤ 
ㅤ",ㅤ ㅤ koo sudah ijin wleeee 😋😋 koo mau tidur tadi koo baru keluar sebentar melihat hiruk pikuk ibukota 🥰 ㅤ ㅤ,"['ㅤ', 'ㅤ', 'ko', 'sudah', 'ijin', 'wle', '!face_savoring_food!!face_savoring_food!', 'ko', 'mau', 'tidur', 'tadi', 'ko', 'baru', 'keluar', 'sebentar', 'melihat', 'hiruk', 'pikuk', 'ibukota', '!smiling_face_with_hearts!', 'ㅤ', 'ㅤ']"
955,@febrianlasari @afifamhrni_ Bismillah semoga ada rezeki gas ke ibukota tahun ini,bismillah semoga ada rezeki gas ke ibukota tahun ini,"['bismillah', 'semoga', 'ada', 'rezeki', 'gas', 'ke', 'ibukota', 'tahun', 'ini']"
956,"@moniqoniq Mau dong plis, ini mentalku udah kayak pengemis ibukota 😌",mau dong plis ini mentalku sudah kayak pengemis ibukota 😌,"['mau', 'dong', 'plis', 'ini', 'mentalku', 'sudah', 'kayak', 'pengemis', 'ibukota', '!relieved_face!']"
957,Senja di Ibukota ✨ https://t.co/r1sQJVgZ65,senja di ibukota ✨,"['senja', 'di', 'ibukota', '!sparkles!']"
958,pgn kerja di jogja tapi gaji ibukota wkwk,pengin kerja di jogja tapi gaji ibukota wkwk,"['pengin', 'kerja', 'di', 'jogja', 'tapi', 'gaji', 'ibukota', 'wkwk']"
959,@kegblgnunfaedh Gda mall pdhl ibukota 🫶,enggak ada mall padahal ibukota 🫶,"['enggak', 'ada', 'mal', 'padahal', 'ibukota', '\U0001faf6']"
960,@disforus Ginilah susahnya cari duit di ibukota yah 😔😔,ginilah susahnya cari duit di ibukota ya 😔😔,"['ginilah', 'susahnya', 'cari', 'duit', 'di', 'ibukota', 'ya', '!pensive_face!!pensive_face!']"
961,@convomf sore hari di sudut ibukota https://t.co/WPx7j0b8os,sore hari di sudut ibukota,"['sore', 'hari', 'di', 'sudut', 'ibukota']"
962,@psi_id Ketika halusinasi dan komedi mengisi sebuah partai seputar ibukota,id ketika halusinasi dan komedi mengisi sebuah partai seputar ibukota,"['id', 'ketika', 'halusinasi', 'dan', 'komedi', 'mengisi', 'sebuah', 'partai', 'seputar', 'ibukota']"
963,@sbmptnfess “Ibukota negara pusat ilmu budaya bangsa” nder🙏,“ibukota negara pusat ilmu budaya bangsa” nder🙏,"['“', 'ibukota', 'negara', 'pusat', 'ilmu', 'budaya', 'bangsa', '”', 'nder!folded_hands!']"
964,"Karena Ia tahu itu adalah dokumen penting. Ya. Sebuah dokumen kontrak kerja, bukti bahwa Bagas baru saja menandatangani kontrak dengan tim Ibukota. 

     “Kamu sign sama 𝘗𝘦𝘳𝘴𝘪𝘫𝘢? Serius?” Bagas mengangguk. “Iya. Kontrak ekslusif tapi baru percobaan satu tahun.”",karena ia tahu itu adalah dokumen penting ya sebuah dokumen kontrak kerja bukti bahwa bagas baru saja menandatangani kontrak dengan tim ibukota “kamu sign sama 𝘗𝘦𝘳𝘴𝘪𝘫𝘢 serius” bagas mengangguk “iya kontrak ekslusif tapi baru percobaan satu tahun”,"['karena', 'ia', 'tahu', 'itu', 'adalah', 'dokumen', 'penting', 'ya', 'sebuah', 'dokumen', 'kontrak', 'kerja', 'bukti', 'bahwa', 'bagas', 'baru', 'saja', 'menandatangani', 'kontrak', 'dengan', 'tim', 'ibukota', '“', 'kamu', 'sign', 'sama', '𝘗𝘦𝘳𝘴𝘪𝘫𝘢', 'serius', '”', 'bagas', 'mengangguk', '“', 'iya', 'kontrak', 'ekslusif', 'tapi', 'baru', 'percobaan', 'satu', 'tahun', '”']"
965,"@lattxmoon ⠀
Sama-sama ibukota, tapi beda negara, hahaha. Siapa tahu nanti saya jalan-jalan ke Korea suatu saat dan Noona butuh bantuan, tinggal calling saja ya!
⠀",⠀ samasama ibukota tapi beda negara hahaha siapa tahu nanti saya jalanjalan ke korea suatu saat dan noona butuh bantuan tinggal calling saja ya ⠀,"['⠀', 'samasama', 'ibukota', 'tapi', 'beda', 'negara', 'hahaha', 'siapa', 'tahu', 'nanti', 'saya', 'jalanjalan', 'ke', 'korea', 'suatu', 'saat', 'dan', 'noona', 'butuh', 'bantuan', 'tinggal', 'calling', 'saja', 'ya', '⠀']"
966,@appleboomjeans Ibukota digoyang!,ibukota digoyang,"['ibukota', 'digoyang']"
967,"@cahyowibb @SBYudhoyono Saya sih ga kaget sih, mau pindah ibukota sih bullshit jika dilakukan, lah bangun gedung atlit olahraga hambalang saja memble dan rugi 😊",saya sih enggak kaget sih mau pindah ibukota sih bullshit jika dilakukan lah bangun gedung atlit olahraga hambalang saja memble dan rugi 😊,"['saya', 'sih', 'enggak', 'kaget', 'sih', 'mau', 'pindah', 'ibukota', 'sih', 'bullshit', 'jika', 'dilakukan', 'lah', 'bangun', 'gedung', 'atlit', 'olahraga', 'hambalang', 'saja', 'memble', 'dan', 'rugi', '!smiling_face_with_smiling_eyes!']"
968,"Makanya ibukota dipindah ke IKN, Kalimantan sudah tepat. Daya dukung Jakarta sudah habis, tidak mampu lagi. Bebannya harus dibagi ke kota lain.

Jakarta Terancam Tenggelam https://t.co/s8qe49Pv7t via @YouTube",makanya ibukota dipindah ke ikn kalimantan sudah tepat daya dukung jakarta sudah habis tidak mampu lagi bebannya harus dibagi ke kota lain jakarta terancam tenggelam via,"['makanya', 'ibukota', 'dipindah', 'ke', 'ikn', 'kalimantan', 'sudah', 'tepat', 'daya', 'dukung', 'jakarta', 'sudah', 'habis', 'tidak', 'mampu', 'lagi', 'bebannya', 'harus', 'dibagi', 'ke', 'kota', 'lain', 'jakarta', 'terancam', 'tenggelam', 'via']"
969,"@idihdihihk @convomfs lu juga ciawi pride don, contoh pemuda yang sukses di ibukota",lu juga ciawi pride don contoh pemuda yang sukses di ibukota,"['lu', 'juga', 'ciawi', 'pride', 'don', 'contoh', 'pemuda', 'yang', 'sukses', 'di', 'ibukota']"
970,"Problem pendidikan di Indonesia gak sesimple ini, banyak faktor. Masalah-masalah yang dijelaskan Nadiem lebih ke Middle-Up Class, tidak menyentuh bagian paling bawah sama sekali.

Masih di Jawa yang dekat Ibukota, orang tua lebih memilih anaknya ke sawah daripada ke sekolah.",problem pendidikan di indonesia enggak sesimple ini banyak faktor masalahmasalah yang dijelaskan nadiem lebih ke middleup class tidak menyentuh bagian paling bawah sama sekali masih di jawa yang dekat ibukota orang tua lebih memilih anaknya ke sawah daripada ke sekolah,"['problem', 'pendidikan', 'di', 'indonesia', 'enggak', 'sesimple', 'ini', 'banyak', 'faktor', 'masalahmasalah', 'yang', 'dijelaskan', 'nadiem', 'lebih', 'ke', 'middleup', 'clas', 'tidak', 'menyentuh', 'bagian', 'paling', 'bawah', 'sama', 'sekali', 'masih', 'di', 'jawa', 'yang', 'dekat', 'ibukota', 'orang', 'tua', 'lebih', 'memilih', 'anaknya', 'ke', 'sawah', 'daripada', 'ke', 'sekolah']"
971,@detikcom Mantaaap. NKRI dgn Ibukota baru nya.,mantap nkri dengan ibukota baru nya,"['mantap', 'nkri', 'dengan', 'ibukota', 'baru', 'nya']"
972,"@JENNIFERwrmnd @JENNIEwrmnd Round 1

Ibukota Uzbekistan? 

Ditunggu sampe 22.59",round ibukota uzbekistan ditunggu sampai,"['round', 'ibukota', 'uzbekistan', 'ditunggu', 'sampai']"
973,"@pengarang_sajak Suapin noh besar busuk ke mbok mu, dan seret ke ibukota baru 🤣🤣🤣",sajak suapin noh besar busuk ke mbok mu dan seret ke ibukota baru 🤣🤣🤣,"['sajak', 'suapin', 'noh', 'besar', 'busuk', 'ke', 'mbok', 'mu', 'dan', 'seret', 'ke', 'ibukota', 'baru', '!rolling_on_the_floor_laughing!!rolling_on_the_floor_laughing!!rolling_on_the_floor_laughing!']"
974,"5 Tujuan Wisata Jakarta yang Wajib Anda Kunjungi jika Berkunjung Ke Ibukota, Salah Satunya Punya Hewan Purba https://t.co/bay54LMLDo",tujuan wisata jakarta yang wajib anda kunjungi jika berkunjung ke ibukota salah satunya punya hewan purba,"['tujuan', 'wisata', 'jakarta', 'yang', 'wajib', 'anda', 'kunjungi', 'jika', 'berkunjung', 'ke', 'ibukota', 'salah', 'satunya', 'punya', 'hewan', 'purba']"
975,"foto profilnya tsuna di mdl kayak orang dari kampung mau jadi penyanyi di ibukota, dangdut bgt. https://t.co/Z2vEEpIUXm",foto profilnya tsuna di mdl kayak orang dari kampung mau jadi penyanyi di ibukota dangdut banget,"['foto', 'profilnya', 'tsuna', 'di', 'mdl', 'kayak', 'orang', 'dari', 'kampung', 'mau', 'jadi', 'penyanyi', 'di', 'ibukota', 'dangdut', 'banget']"
976,Apa yg dilakukan fstvlst semalam cepat atau lambat akan ditiru musisi ibukota.,apa yang dilakukan fstvlst semalam cepat atau lambat akan ditiru musisi ibukota,"['apa', 'yang', 'dilakukan', 'fstvlst', 'semalam', 'cepat', 'atau', 'lambat', 'akan', 'ditiru', 'musisi', 'ibukota']"
977,"@worksfess Research mendalam masalah formasi karna sedikit-banyak nanti bersinggungan sama take home pay, penempatan, pengembangan diri&amp;karir, rencana menikah&amp;pendidikan. Mau pns pusat di ibukota, vertikal di daerah, pns pemda provinsi atau kabupaten/kota? Semua ada plus-minusnya masing2",research mendalam masalah formasi karena sedikitbanyak nanti bersinggungan sama take home pay penempatan pengembangan diriampkarir rencana menikahamppendidikan mau pns pusat di ibukota vertikal di daerah pns pemda provinsi atau kabupatenkota semua ada plusminusnya masing,"['research', 'mendalam', 'masalah', 'formasi', 'karena', 'sedikitbanyak', 'nanti', 'bersinggungan', 'sama', 'take', 'home', 'pay', 'penempatan', 'pengembangan', 'diriampkarir', 'rencana', 'menikahamppendidikan', 'mau', 'pns', 'pusat', 'di', 'ibukota', 'vertikal', 'di', 'daerah', 'pns', 'pemda', 'provinsi', 'atau', 'kabupatenkota', 'semua', 'ada', 'plusminusnya', 'masing']"
978,"@iban_ninung @RakyatJatengs @pnsdaerahjelata @BuruhPemda Gue gk prnah mrasa pendapat gue mutlak bner kog bro nya hehe, pendapat gue itu pure dri analisis gue krna tmn² gue byk PNS ibukota nih sorry🙏🥲",ninung gue enggak pernah mrasa pendapat gue mutlak benar kok bro nya hehe pendapat gue itu pure dari analisis gue karena tmn² gue banyak pns ibukota nih sorry🙏🥲,"['ninung', 'gue', 'enggak', 'pernah', 'mrasa', 'pendapat', 'gue', 'mutlak', 'benar', 'kok', 'bro', 'nya', 'hehe', 'pendapat', 'gue', 'itu', 'pure', 'dari', 'analisis', 'gue', 'karena', 'tmn²', 'gue', 'banyak', 'pns', 'ibukota', 'nih', 'sorry!folded_hands!!smiling_face_with_tear!']"
979,@chalkzonk @Anomalindy tadi bawa2 kabupaten skrg bawa2 ibukota not our bad we’re not alone kok na..😩🙏🏻 @haerinuts,tadi bawa kabupaten sekarang bawa ibukota not our bad we’re not alone kok na😩🙏🏻,"['tadi', 'bawa', 'kabupaten', 'sekarang', 'bawa', 'ibukota', 'not', 'our', 'bad', 'we', '’', 're', 'not', 'alone', 'kok', 'na!weary_face!!folded_hands_light_skin_tone!']"
980,"Love banget sama M3GAN.
Ga nyangka trope horror creature ortodoks bisa nyambung sama isu kekinian soal pemanfaatan tehnologi kiwari secara tepat guna.
Sungguh film yang menggembirakan. Klaar nonton, otak saya langsung penuh dengan ide-ide asoy geboy ngebut di jalanan ibukota!! https://t.co/PpNyifpsA7",love banget sama mgan enggak menyangka trope horror creature ortodoks bisa menyambung sama isu kekinian soal pemanfaatan tehnologi kiwari secara tepat guna sungguh film yang menggembirakan klaar menonton otak saya langsung penuh dengan ideide asoy geboy ngebut di jalanan ibukota,"['love', 'banget', 'sama', 'mgan', 'enggak', 'menyangka', 'trope', 'horror', 'creature', 'ortodoks', 'bisa', 'menyambung', 'sama', 'isu', 'kekinian', 'soal', 'pemanfaatan', 'tehnologi', 'kiwari', 'secara', 'tepat', 'guna', 'sungguh', 'film', 'yang', 'menggembirakan', 'klaar', 'menonton', 'otak', 'saya', 'langsung', 'penuh', 'dengan', 'ideide', 'asoy', 'geboy', 'ngebut', 'di', 'jalanan', 'ibukota']"
981,"Loe paham kenapa Ibukota harus pindah..?

Kalo dibiarkan saja, mereka akan milih Gubernur Goblox dan Rakus spt Amies..

Bebas bisa make duit loe semaunya macem Kasus Bansos DKI..

Loe amati nama2nya..
Puluhan supplier yg asal comot perusahaan..",lo paham kenapa ibukota harus pindah kalo dibiarkan saja mereka akan memilih gubernur goblox dan rakus seperti amies bebas bisa memakai duit lo semaunya macam kasus bansos dki lo amati namanya puluhan supplier yang asal comot perusahaan,"['lo', 'paham', 'kenapa', 'ibukota', 'harus', 'pindah', 'kalo', 'dibiarkan', 'saja', 'mereka', 'akan', 'memilih', 'gubernur', 'goblox', 'dan', 'rakus', 'seperti', 'amies', 'bebas', 'bisa', 'memakai', 'duit', 'lo', 'semaunya', 'macam', 'kasus', 'bansos', 'dki', 'lo', 'amati', 'namanya', 'puluhan', 'supplier', 'yang', 'asal', 'comot', 'perusahaan']"
